name,id,email,gender,birthdate,role
Jia Yi a/p Liew,S2025677552,jia.yi.liew@student.gmi.edu.my,Female,2007-04-08,student
Pei Wen a/p Pang,S2025597067,pei.wen.pang@student.gmi.edu.my,Female,2005-12-30,student
Kavita a/p Venkatesh,S2025673235,kavita.venkatesh2@student.gmi.edu.my,Female,2006-11-07,student
Irdina binti Osman,S2025644362,irdina.osman@student.gmi.edu.my,Female,2001-09-07,student
Iqbal bin Yahya,S2025869450,iqbal.yahya@student.gmi.edu.my,Male,2002-07-21,student
Lakshmi a/p Rangasamy,S2025457661,lakshmi.rangasamy@student.gmi.edu.my,Female,2002-04-18,student
Wei Han a/l Lim,S2025939147,wei.han.lim2@student.gmi.edu.my,Male,2003-05-27,student
Zhi Yang a/l Chai,S2025381052,zhi.yang.chai@student.gmi.edu.my,Male,2004-07-24,student
Kamil bin Saad,S2025734041,kamil.saad@student.gmi.edu.my,Male,2004-07-18,student
Mira a/p Raman,S2025151893,mira.raman@student.gmi.edu.my,Female,2003-08-23,student
Lakshmi a/p Gopal,S2025288784,lakshmi.gopal@student.gmi.edu.my,Female,2003-07-19,student
Pei Wen a/p Chin,S2025908402,pei.wen.chin2@student.gmi.edu.my,Female,2007-09-01,student
Haris bin Zawawi,S2025716472,haris.zawawi@student.gmi.edu.my,Male,2001-05-03,student
Ai Ling a/p Lim,S2025708483,ai.ling.lim@student.gmi.edu.my,Female,2007-02-04,student
Latifah binti Ali,S2025257118,latifah.ali@student.gmi.edu.my,Female,2005-05-25,student
Zulaikha binti Azman,S2025582208,zulaikha.azman@student.gmi.edu.my,Female,2000-02-12,student
Lakshmi a/p Balakrishnan,S2025648182,lakshmi.balakrishnan3@student.gmi.edu.my,Female,2004-08-25,student
Fatin binti Mansor,S2025035821,fatin.mansor@student.gmi.edu.my,Female,2001-10-27,student
Nalini a/p Perumal,S2025475576,nalini.perumal2@student.gmi.edu.my,Female,2003-02-28,student
Umaira binti Ali,S2025695122,umaira.ali@student.gmi.edu.my,Female,2001-09-23,student
Khai Ming a/l Liew,F2025331218,khai.ming.liew@staff.gmi.edu.my,Male,1980-06-01,staff
Arun a/l Venkatesh,S2025589256,arun.venkatesh3@student.gmi.edu.my,Male,2001-06-12,student
Fatin binti Shukri,S2025547054,fatin.shukri@student.gmi.edu.my,Female,2001-07-13,student
Mira a/p Perumal,F2025476854,mira.perumal@staff.gmi.edu.my,Female,1981-03-16,staff
Anita a/p Muthu,S2025911236,anita.muthu3@student.gmi.edu.my,Female,2003-04-26,student
Raja a/l Balakrishnan,S2025346756,raja.balakrishnan3@student.gmi.edu.my,Male,2006-10-09,student
Qin Yi a/p Teh,T2025543189,qin.yi.teh@tto.gmi.edu.my,Female,1981-06-17,TTO
Wei Jian a/l Chong,S2025123220,wei.jian.chong2@student.gmi.edu.my,Male,2007-10-18,student
Maryam binti Sabri,S2025619559,maryam.sabri@student.gmi.edu.my,Female,2001-04-29,student
Jia Yi a/p Chia,T2025821328,jia.yi.chia2@tto.gmi.edu.my,Female,1983-02-12,TTO
Xin Yi a/p Chin,F2025198459,xin.yi.chin@staff.gmi.edu.my,Female,1995-02-13,staff
Xue Ting a/p Liew,S2025474767,xue.ting.liew@student.gmi.edu.my,Female,2000-02-12,student
Yu Xuan a/l Teh,S2025577284,yu.xuan.teh2@student.gmi.edu.my,Male,2000-10-31,student
Suresh a/l Murugan,T2025906388,suresh.murugan2@tto.gmi.edu.my,Male,1978-06-18,TTO
Nadhirah binti Yusof,S2025513813,nadhirah.yusof@student.gmi.edu.my,Female,2004-06-04,student
Sabrina binti Shukri,S2025518031,sabrina.shukri@student.gmi.edu.my,Female,2003-09-09,student
Ridwan bin Shah,S2025037434,ridwan.shah2@student.gmi.edu.my,Male,2003-10-21,student
Priya a/p Muthu,T2025470053,priya.muthu@tto.gmi.edu.my,Female,1985-01-18,TTO
Jia Hao a/l Chin,S2025759807,jia.hao.chin@student.gmi.edu.my,Male,2003-09-10,student
Zi Hao a/l Lim,T2025177224,zi.hao.lim@tto.gmi.edu.my,Male,1983-11-08,TTO
Nalini a/p Murugan,S2025604178,nalini.murugan@student.gmi.edu.my,Female,2003-01-09,student
Jun Wei a/l Phang,S2025200460,jun.wei.phang@student.gmi.edu.my,Male,2004-09-26,student
Azlan bin Zain,S2025622681,azlan.zain@student.gmi.edu.my,Male,2007-05-03,student
Danish bin Sani,S2025024195,danish.sani@student.gmi.edu.my,Male,2007-05-23,student
Zubair bin Saad,S2025258962,zubair.saad@student.gmi.edu.my,Male,2007-12-10,student
Putri binti Kamal,S2025721770,putri.kamal@student.gmi.edu.my,Female,2002-07-08,student
Nurul binti Osman,S2025454892,nurul.osman@student.gmi.edu.my,Female,2001-07-28,student
Latifah binti Jamil,S2025752668,latifah.jamil@student.gmi.edu.my,Female,2005-03-20,student
Ai Ling a/p Pang,S2025384996,ai.ling.pang@student.gmi.edu.my,Female,2001-01-19,student
Rafiq bin Rashid,S2025142605,rafiq.rashid@student.gmi.edu.my,Male,2006-06-19,student
Pei Wen a/p Chia,S2025524576,pei.wen.chia@student.gmi.edu.my,Female,2005-06-11,student
Luqman bin Azman,S2025678326,luqman.azman@student.gmi.edu.my,Male,2007-11-13,student
Kai Wen a/l Koh,S2025724506,kai.wen.koh2@student.gmi.edu.my,Male,2006-08-03,student
Shalini a/p Perumal,S2025211377,shalini.perumal@student.gmi.edu.my,Female,2002-09-16,student
Liang a/l Low,S2025456548,liang.low2@student.gmi.edu.my,Male,2000-06-21,student
Zhi Yang a/l Lim,S2025067208,zhi.yang.lim@student.gmi.edu.my,Male,2004-09-23,student
Kavita a/p Murugan,S2025730955,kavita.murugan@student.gmi.edu.my,Female,2007-02-13,student
Arif bin Ridzuan,S2025686982,arif.ridzuan@student.gmi.edu.my,Male,2000-04-06,student
Jia Yi a/p Yap,T2025953726,jia.yi.yap@tto.gmi.edu.my,Female,1995-07-28,TTO
Jia Yi a/p Low,S2025342226,jia.yi.low2@student.gmi.edu.my,Female,2003-05-26,student
Zafran bin Razali,S2025217347,zafran.razali@student.gmi.edu.my,Male,2000-07-29,student
Zubair bin Hassan,S2025603555,zubair.hassan@student.gmi.edu.my,Male,2005-02-16,student
Zhi Yang a/l Pang,S2025323754,zhi.yang.pang2@student.gmi.edu.my,Male,2005-12-20,student
Zi Ying a/p Lim,S2025762502,zi.ying.lim@student.gmi.edu.my,Female,2006-11-05,student
Li Wei a/p Koh,S2025517924,li.wei.koh@student.gmi.edu.my,Female,2005-11-20,student
Arun a/l Venkatesh,S2025347868,arun.venkatesh4@student.gmi.edu.my,Male,2005-05-14,student
Anita a/p Gopal,S2025876160,anita.gopal@student.gmi.edu.my,Female,2007-02-10,student
Xin Yi a/p Wong,S2025800865,xin.yi.wong@student.gmi.edu.my,Female,2001-03-12,student
Mei Ling a/p Phang,S2025257576,mei.ling.phang2@student.gmi.edu.my,Female,2006-05-17,student
Safwan bin Azman,S2025568508,safwan.azman@student.gmi.edu.my,Male,2002-05-17,student
Asya a/p Krishnan,S2025934823,asya.krishnan2@student.gmi.edu.my,Female,2002-01-29,student
Qin Yi a/p Tee,S2025084269,qin.yi.tee@student.gmi.edu.my,Female,2007-07-01,student
Jia Yi a/p Teh,F2025592584,jia.yi.teh@staff.gmi.edu.my,Female,1995-01-06,staff
Zhi Yang a/l Yap,S2025840856,zhi.yang.yap2@student.gmi.edu.my,Male,2006-04-22,student
Kumar a/l Gopal,S2025916331,kumar.gopal2@student.gmi.edu.my,Male,2000-05-29,student
Iqbal bin Halimi,S2025120940,iqbal.halimi@student.gmi.edu.my,Male,2003-07-25,student
Ramesh a/l Perumal,S2025970855,ramesh.perumal2@student.gmi.edu.my,Male,2002-04-25,student
Nalini a/p Venkatesh,S2025809980,nalini.venkatesh2@student.gmi.edu.my,Female,2006-03-18,student
Haikal bin Kamal,S2025420749,haikal.kamal@student.gmi.edu.my,Male,2004-06-23,student
Ming Jie a/l Koh,F2025888669,ming.jie.koh@staff.gmi.edu.my,Male,1991-11-02,staff
Ming Jie a/l Pang,S2025543467,ming.jie.pang3@student.gmi.edu.my,Male,2004-08-21,student
Priya a/p Venkatesh,S2025695320,priya.venkatesh@student.gmi.edu.my,Female,2004-11-19,student
Ai Ling a/p Tee,S2025490688,ai.ling.tee@student.gmi.edu.my,Female,2000-02-19,student
Ai Ling a/p Chin,S2025831059,ai.ling.chin@student.gmi.edu.my,Female,2005-12-08,student
Anand a/l Venkatesh,S2025425077,anand.venkatesh2@student.gmi.edu.my,Male,2006-02-02,student
Zarina binti Hussein,S2025776599,zarina.hussein@student.gmi.edu.my,Female,2004-03-30,student
Sarimah binti Bakar,S2025803427,sarimah.bakar@student.gmi.edu.my,Female,2004-11-11,student
Balqis binti Mansor,S2025382066,balqis.mansor@student.gmi.edu.my,Female,2005-02-16,student
Mei Ling a/p Wong,S2025780658,mei.ling.wong2@student.gmi.edu.my,Female,2007-07-17,student
Priya a/p Muthu,S2025524086,priya.muthu2@student.gmi.edu.my,Female,2000-11-15,student
Zi Ying a/p Pang,S2025124665,zi.ying.pang@student.gmi.edu.my,Female,2000-03-01,student
Danish bin Zaki,T2025543593,danish.zaki@tto.gmi.edu.my,Male,1988-06-26,TTO
Yu Xuan a/l Pang,S2025681477,yu.xuan.pang@student.gmi.edu.my,Male,2004-02-20,student
Xin Yi a/p Yeo,S2025763722,xin.yi.yeo2@student.gmi.edu.my,Female,2006-07-02,student
Hao a/l Yap,T2025126864,hao.yap@tto.gmi.edu.my,Male,1979-05-02,TTO
Irdina binti Saad,S2025224785,irdina.saad@student.gmi.edu.my,Female,2003-10-16,student
Haikal bin Shah,S2025439668,haikal.shah@student.gmi.edu.my,Male,2004-08-17,student
Meera a/p Murugan,S2025837730,meera.murugan@student.gmi.edu.my,Female,2006-02-02,student
Harith bin Kamal,S2025042843,harith.kamal@student.gmi.edu.my,Male,2006-05-23,student
Arif bin Hussein,S2025911444,arif.hussein@student.gmi.edu.my,Male,2003-09-09,student
Suresh a/l Subramaniam,S2025879028,suresh.subramaniam3@student.gmi.edu.my,Male,2004-07-15,student
Mira a/p Raman,S2025252446,mira.raman2@student.gmi.edu.my,Female,2004-04-09,student
Shalini a/p Rangasamy,S2025251043,shalini.rangasamy@student.gmi.edu.my,Female,2000-10-23,student
Yan Yi a/p Pang,S2025194248,yan.yi.pang@student.gmi.edu.my,Female,2003-01-16,student
Yu Xuan a/l Low,S2025745522,yu.xuan.low@student.gmi.edu.my,Male,2006-01-15,student
Hao a/l Chia,S2025665446,hao.chia@student.gmi.edu.my,Male,2007-01-06,student
Mei Ling a/p Goh,S2025494983,mei.ling.goh@student.gmi.edu.my,Female,2007-08-31,student
Jia Hao a/l Chai,S2025797100,jia.hao.chai@student.gmi.edu.my,Male,2005-12-22,student
Yusuf bin Hassan,S2025027783,yusuf.hassan@student.gmi.edu.my,Male,2004-10-06,student
Prakash a/l Muthu,S2025318342,prakash.muthu@student.gmi.edu.my,Male,2002-02-24,student
Vijay a/l Subramaniam,F2025981596,vijay.subramaniam@staff.gmi.edu.my,Male,1994-10-14,staff
Khadijah binti Othman,S2025683815,khadijah.othman@student.gmi.edu.my,Female,2001-04-14,student
Ming Jie a/l Goh,S2025749258,ming.jie.goh2@student.gmi.edu.my,Male,2003-04-29,student
Zikri bin Yahya,S2025073190,zikri.yahya@student.gmi.edu.my,Male,2002-06-11,student
Ahmad bin Ali,T2025856241,ahmad.ali@tto.gmi.edu.my,Male,1987-04-02,TTO
Zafran bin Kamal,S2025836456,zafran.kamal@student.gmi.edu.my,Male,2003-10-11,student
Anand a/l Raman,S2025748885,anand.raman3@student.gmi.edu.my,Male,2002-05-16,student
Maisarah binti Mahmud,S2025634194,maisarah.mahmud@student.gmi.edu.my,Female,2002-06-30,student
Sabrina binti Halimi,S2025611672,sabrina.halimi@student.gmi.edu.my,Female,2006-12-31,student
Arif bin Abdullah,S2025598419,arif.abdullah@student.gmi.edu.my,Male,2001-04-29,student
Wei Han a/l Chen,S2025592388,wei.han.chen@student.gmi.edu.my,Male,2000-10-06,student
Talha bin Saad,T2025848126,talha.saad@tto.gmi.edu.my,Male,1995-11-02,TTO
Li Wei a/p Wong,S2025187650,li.wei.wong3@student.gmi.edu.my,Female,2001-08-06,student
Yee Ling a/p Low,S2025740626,yee.ling.low@student.gmi.edu.my,Female,2001-08-14,student
Ahmad bin Talib,S2025707816,ahmad.talib@student.gmi.edu.my,Male,2001-09-14,student
Sabrina binti Osman,S2025895948,sabrina.osman@student.gmi.edu.my,Female,2001-08-16,student
Khairul bin Jamal,F2025727397,khairul.jamal@staff.gmi.edu.my,Male,1991-10-11,staff
Wei Han a/l Chen,S2025594152,wei.han.chen2@student.gmi.edu.my,Male,2004-12-26,student
Xue Ting a/p Tee,S2025523507,xue.ting.tee2@student.gmi.edu.my,Female,2002-08-17,student
Zi Ying a/p Lee,F2025875796,zi.ying.lee@staff.gmi.edu.my,Female,1996-07-07,staff
Vijay a/l Murugan,S2025111349,vijay.murugan@student.gmi.edu.my,Male,2006-05-03,student
Haris bin Yahya,S2025433155,haris.yahya@student.gmi.edu.my,Male,2000-02-15,student
Alya binti Karim,F2025219173,alya.karim@staff.gmi.edu.my,Female,1978-04-12,staff
Shalini a/p Rangasamy,S2025913952,shalini.rangasamy2@student.gmi.edu.my,Female,2007-06-14,student
Deepa a/p Krishnan,S2025007929,deepa.krishnan@student.gmi.edu.my,Female,2001-05-09,student
Aina binti Ibrahim,S2025548291,aina.ibrahim@student.gmi.edu.my,Female,2006-04-17,student
Asya a/p Murugan,T2025407639,asya.murugan@tto.gmi.edu.my,Female,1983-05-12,TTO
Ming Jie a/l Chai,T2025356681,ming.jie.chai@tto.gmi.edu.my,Male,1975-02-28,TTO
Mani a/l Rangasamy,T2025083291,mani.rangasamy@tto.gmi.edu.my,Male,1975-11-13,TTO
Asya a/p Raman,S2025486393,asya.raman2@student.gmi.edu.my,Female,2006-04-14,student
Mira a/p Venkatesh,S2025830064,mira.venkatesh@student.gmi.edu.my,Female,2002-08-04,student
Raja a/l Murugan,S2025037617,raja.murugan2@student.gmi.edu.my,Male,2001-05-26,student
Najwa binti Saad,S2025196978,najwa.saad@student.gmi.edu.my,Female,2006-06-14,student
Fatin binti Jamal,S2025939039,fatin.jamal@student.gmi.edu.my,Female,2001-05-11,student
Mei Ling a/p Chong,S2025947069,mei.ling.chong2@student.gmi.edu.my,Female,2004-09-12,student
Anita a/p Balakrishnan,S2025676119,anita.balakrishnan2@student.gmi.edu.my,Female,2003-07-24,student
Nalini a/p Rangasamy,S2025498546,nalini.rangasamy@student.gmi.edu.my,Female,2001-04-06,student
Li Wei a/p Tee,T2025603033,li.wei.tee@tto.gmi.edu.my,Female,1994-02-01,TTO
Aina binti Shah,S2025629670,aina.shah@student.gmi.edu.my,Female,2007-10-16,student
Yu Xuan a/l Phang,T2025219018,yu.xuan.phang@tto.gmi.edu.my,Male,1975-12-02,TTO
Mira a/p Raman,S2025770225,mira.raman3@student.gmi.edu.my,Female,2000-11-30,student
Qistina binti Nasir,S2025342665,qistina.nasir@student.gmi.edu.my,Female,2002-09-30,student
Wei Jian a/l Lim,S2025386803,wei.jian.lim@student.gmi.edu.my,Male,2004-11-07,student
Thaqif bin Zainal,S2025740423,thaqif.zainal2@student.gmi.edu.my,Male,2007-08-31,student
Wei Jian a/l Goh,S2025543449,wei.jian.goh@student.gmi.edu.my,Male,2006-03-08,student
Batrisyia binti Majid,S2025240438,batrisyia.majid@student.gmi.edu.my,Female,2001-03-03,student
Qin Yi a/p Chong,S2025136226,qin.yi.chong3@student.gmi.edu.my,Female,2002-07-17,student
Wei Jian a/l Koh,S2025629716,wei.jian.koh@student.gmi.edu.my,Male,2006-03-18,student
Zubair bin Rahim,S2025110424,zubair.rahim@student.gmi.edu.my,Male,2004-08-31,student
Faiz bin Mansor,S2025258696,faiz.mansor@student.gmi.edu.my,Male,2005-03-20,student
Ming Jie a/l Liew,S2025120352,ming.jie.liew@student.gmi.edu.my,Male,2005-03-31,student
Harith bin Salim,S2025575647,harith.salim@student.gmi.edu.my,Male,2000-08-25,student
Arun a/l Muthu,S2025218015,arun.muthu@student.gmi.edu.my,Male,2004-09-16,student
Anita a/p Venkatesh,S2025224261,anita.venkatesh3@student.gmi.edu.my,Female,2001-04-20,student
Jia Yi a/p Chai,S2025145535,jia.yi.chai@student.gmi.edu.my,Female,2007-08-18,student
Ming Jie a/l Wong,S2025563306,ming.jie.wong2@student.gmi.edu.my,Male,2001-11-28,student
Han Bin a/l Yeo,T2025155823,han.yeo@tto.gmi.edu.my,Male,1983-11-30,TTO
Luqman bin Hashim,S2025959203,luqman.hashim@student.gmi.edu.my,Male,2005-12-06,student
Wei Jian a/l Yap,S2025096318,wei.jian.yap2@student.gmi.edu.my,Male,2005-11-14,student
Farah binti Mahmud,T2025569858,farah.mahmud@tto.gmi.edu.my,Female,1989-07-03,TTO
Safwan bin Ali,S2025957393,safwan.ali@student.gmi.edu.my,Male,2000-04-02,student
Kavita a/p Subramaniam,S2025160135,kavita.subramaniam3@student.gmi.edu.my,Female,2002-05-03,student
Wei Jian a/l Liew,T2025132982,wei.jian.liew@tto.gmi.edu.my,Male,1983-02-13,TTO
Zafran bin Salleh,F2025017179,zafran.salleh@staff.gmi.edu.my,Male,1997-11-19,staff
Iqbal bin Noor,S2025137246,iqbal.noor@student.gmi.edu.my,Male,2006-02-08,student
Zhi Yang a/l Low,S2025901432,zhi.yang.low@student.gmi.edu.my,Male,2002-11-05,student
Khadijah binti Hussein,F2025740152,khadijah.hussein2@staff.gmi.edu.my,Female,1978-04-18,staff
Mani a/l Balakrishnan,S2025063903,mani.balakrishnan2@student.gmi.edu.my,Male,2006-11-06,student
Han Bin a/l Tan,S2025865864,han.tan2@student.gmi.edu.my,Male,2001-03-10,student
Rafiq bin Othman,S2025662468,rafiq.othman@student.gmi.edu.my,Male,2001-01-26,student
Meera a/p Gopal,T2025135352,meera.gopal@tto.gmi.edu.my,Female,1989-07-28,TTO
Fatin binti Ismail,S2025084902,fatin.ismail@student.gmi.edu.my,Female,2007-10-25,student
Karthik a/l Perumal,S2025963231,karthik.perumal4@student.gmi.edu.my,Male,2004-10-26,student
Li Wei a/p Chai,S2025268209,li.wei.chai2@student.gmi.edu.my,Female,2005-05-02,student
Prakash a/l Perumal,S2025236097,prakash.perumal3@student.gmi.edu.my,Male,2005-01-31,student
Hui Xin a/p Lim,S2025543461,hui.xin.lim@student.gmi.edu.my,Female,2006-06-24,student
Anusha a/p Venkatesh,S2025391396,anusha.venkatesh2@student.gmi.edu.my,Female,2003-11-30,student
Zulaikha binti Aziz,S2025568658,zulaikha.aziz@student.gmi.edu.my,Female,2007-05-18,student
Suresh a/l Balakrishnan,S2025794078,suresh.balakrishnan2@student.gmi.edu.my,Male,2000-12-25,student
Iqbal bin Abdullah,S2025575289,iqbal.abdullah@student.gmi.edu.my,Male,2005-04-25,student
Saravanan a/l Gopal,S2025078167,saravanan.gopal4@student.gmi.edu.my,Male,2001-06-15,student
Ming Jie a/l Koh,S2025990133,ming.jie.koh2@student.gmi.edu.my,Male,2004-12-07,student
Murali a/l Venkatesh,T2025737703,murali.venkatesh@tto.gmi.edu.my,Male,1982-01-10,TTO
Naufal bin Mahmud,S2025752702,naufal.mahmud@student.gmi.edu.my,Male,2000-12-30,student
Muaz bin Bakar,S2025252417,muaz.bakar@student.gmi.edu.my,Male,2000-02-12,student
Divya a/p Gopal,S2025784379,divya.gopal@student.gmi.edu.my,Female,2006-05-21,student
Priya a/p Muthu,S2025172338,priya.muthu3@student.gmi.edu.my,Female,2001-12-15,student
Sarimah binti Yusof,S2025591829,sarimah.yusof@student.gmi.edu.my,Female,2000-01-22,student
Anita a/p Perumal,S2025274155,anita.perumal@student.gmi.edu.my,Female,2001-01-07,student
Murali a/l Krishnan,S2025273653,murali.krishnan@student.gmi.edu.my,Male,2002-07-23,student
Murali a/l Perumal,T2025106751,murali.perumal@tto.gmi.edu.my,Male,1990-01-01,TTO
Zikri bin Majid,S2025748190,zikri.majid@student.gmi.edu.my,Male,2006-04-18,student
Balqis binti Hashim,S2025258382,balqis.hashim@student.gmi.edu.my,Female,2002-06-02,student
Rania binti Talib,S2025555724,rania.talib@student.gmi.edu.my,Female,2001-04-20,student
Murali a/l Gopal,T2025406157,murali.gopal@tto.gmi.edu.my,Male,1980-04-14,TTO
Zara binti Ali,S2025379657,zara.ali@student.gmi.edu.my,Female,2004-03-20,student
Ramesh a/l Rangasamy,S2025420215,ramesh.rangasamy@student.gmi.edu.my,Male,2001-08-19,student
Li Wei a/p Ng,S2025368087,li.wei.ng@student.gmi.edu.my,Female,2002-03-31,student
Suresh a/l Rangasamy,S2025956113,suresh.rangasamy@student.gmi.edu.my,Male,2007-11-14,student
Rania binti Hashim,S2025372798,rania.hashim@student.gmi.edu.my,Female,2001-06-17,student
Thaqif bin Jamal,S2025620711,thaqif.jamal@student.gmi.edu.my,Male,2005-07-01,student
Yu Xuan a/l Tee,S2025661764,yu.xuan.tee@student.gmi.edu.my,Male,2006-04-02,student
Izzah binti Ahmad,S2025342459,izzah.ahmad@student.gmi.edu.my,Female,2005-09-26,student
Li Wei a/p Wong,S2025681793,li.wei.wong4@student.gmi.edu.my,Female,2007-08-18,student
Yu Xuan a/l Yap,S2025837926,yu.xuan.yap@student.gmi.edu.my,Male,2000-05-13,student
Mani a/l Balakrishnan,S2025243749,mani.balakrishnan3@student.gmi.edu.my,Male,2001-09-24,student
Yee Ling a/p Chen,S2025647311,yee.ling.chen2@student.gmi.edu.my,Female,2006-01-29,student
Lakshmi a/p Muthu,S2025082677,lakshmi.muthu3@student.gmi.edu.my,Female,2006-01-18,student
Prakash a/l Murugan,S2025715281,prakash.murugan2@student.gmi.edu.my,Male,2003-10-10,student
Jia Hao a/l Chong,S2025437693,jia.hao.chong@student.gmi.edu.my,Male,2005-04-20,student
Jun Wei a/l Chong,S2025565237,jun.wei.chong@student.gmi.edu.my,Male,2001-11-15,student
Latifah binti Razali,S2025063894,latifah.razali@student.gmi.edu.my,Female,2005-08-24,student
Zarina binti Othman,S2025930380,zarina.othman@student.gmi.edu.my,Female,2006-04-30,student
Xin Yi a/p Yap,S2025095048,xin.yi.yap3@student.gmi.edu.my,Female,2007-05-01,student
Jun Wei a/l Lim,S2025845759,jun.wei.lim@student.gmi.edu.my,Male,2003-09-23,student
Kavita a/p Perumal,S2025735601,kavita.perumal@student.gmi.edu.my,Female,2007-01-28,student
Kamil bin Shukri,T2025851844,kamil.shukri@tto.gmi.edu.my,Male,1992-08-21,TTO
Iqbal bin Rashid,S2025265006,iqbal.rashid@student.gmi.edu.my,Male,2003-05-04,student
Zi Hao a/l Chong,S2025640368,zi.hao.chong@student.gmi.edu.my,Male,2006-01-16,student
Jasmine binti Zain,S2025911844,jasmine.zain@student.gmi.edu.my,Female,2003-07-05,student
Ai Ling a/p Goh,S2025204446,ai.ling.goh@student.gmi.edu.my,Female,2004-11-24,student
Deepa a/p Venkatesh,S2025739287,deepa.venkatesh@student.gmi.edu.my,Female,2001-10-28,student
Li Wei a/p Chin,S2025783781,li.wei.chin@student.gmi.edu.my,Female,2005-06-28,student
Zhi Yang a/l Tee,S2025796243,zhi.yang.tee2@student.gmi.edu.my,Male,2003-05-15,student
Jun Wei a/l Chin,T2025872427,jun.wei.chin@tto.gmi.edu.my,Male,1991-01-26,TTO
Taufiq bin Halimi,S2025139149,taufiq.halimi2@student.gmi.edu.my,Male,2004-12-21,student
Pei Wen a/p Goh,F2025039055,pei.wen.goh@staff.gmi.edu.my,Female,1991-04-15,staff
Ramesh a/l Muthu,S2025374126,ramesh.muthu4@student.gmi.edu.my,Male,2007-05-23,student
Zi Ying a/p Teh,S2025603704,zi.ying.teh@student.gmi.edu.my,Female,2001-09-28,student
Hana binti Ahmad,S2025415155,hana.ahmad@student.gmi.edu.my,Female,2007-08-24,student
Hao a/l Yeo,S2025189976,hao.yeo2@student.gmi.edu.my,Male,2006-12-28,student
Kai Wen a/l Chin,S2025335139,kai.wen.chin@student.gmi.edu.my,Male,2007-03-17,student
Shafiqah binti Mansor,T2025533359,shafiqah.mansor@tto.gmi.edu.my,Female,1984-10-17,TTO
Arif bin Shah,S2025928065,arif.shah@student.gmi.edu.my,Male,2002-06-27,student
Anusha a/p Muthu,S2025650545,anusha.muthu@student.gmi.edu.my,Female,2007-11-13,student
Qin Yi a/p Teh,S2025495491,qin.yi.teh@student.gmi.edu.my,Female,2006-10-28,student
Ahmad bin Latif,S2025682440,ahmad.latif@student.gmi.edu.my,Male,2006-09-12,student
Shalini a/p Raman,S2025529371,shalini.raman4@student.gmi.edu.my,Female,2007-01-12,student
Jia Yi a/p Lim,S2025409914,jia.yi.lim3@student.gmi.edu.my,Female,2007-05-11,student
Liang a/l Phang,S2025773657,liang.phang3@student.gmi.edu.my,Male,2005-09-23,student
Liang a/l Phang,S2025297906,liang.phang4@student.gmi.edu.my,Male,2004-12-01,student
Li Wei a/p Chai,S2025165328,li.wei.chai3@student.gmi.edu.my,Female,2005-09-15,student
Ahmad bin Nawawi,S2025341190,ahmad.nawawi@student.gmi.edu.my,Male,2004-02-12,student
Rafiq bin Rahman,S2025780277,rafiq.rahman@student.gmi.edu.my,Male,2002-03-31,student
Suresh a/l Murugan,S2025263021,suresh.murugan2@student.gmi.edu.my,Male,2005-10-17,student
Khadijah binti Sulaiman,S2025239931,khadijah.sulaiman@student.gmi.edu.my,Female,2004-11-09,student
Farhan bin Basir,S2025677752,farhan.basir@student.gmi.edu.my,Male,2002-04-03,student
Naufal bin Salim,S2025490279,naufal.salim@student.gmi.edu.my,Male,2005-02-16,student
Khai Ming a/l Tee,S2025583451,khai.ming.tee@student.gmi.edu.my,Male,2006-08-30,student
Lakshmi a/p Rangasamy,F2025527094,lakshmi.rangasamy@staff.gmi.edu.my,Female,1986-04-22,staff
Anita a/p Rangasamy,S2025970080,anita.rangasamy3@student.gmi.edu.my,Female,2006-04-01,student
Vijay a/l Venkatesh,S2025285693,vijay.venkatesh3@student.gmi.edu.my,Male,2004-05-16,student
Shalini a/p Subramaniam,S2025458407,shalini.subramaniam2@student.gmi.edu.my,Female,2007-07-21,student
Yee Ling a/p Chia,S2025568406,yee.ling.chia@student.gmi.edu.my,Female,2001-11-10,student
Pei Wen a/p Teh,S2025019783,pei.wen.teh2@student.gmi.edu.my,Female,2001-03-10,student
Liang a/l Ng,S2025325455,liang.ng2@student.gmi.edu.my,Male,2006-07-09,student
Arun a/l Rangasamy,S2025213489,arun.rangasamy5@student.gmi.edu.my,Male,2007-06-10,student
Deepa a/p Rangasamy,T2025794464,deepa.rangasamy@tto.gmi.edu.my,Female,1982-03-17,TTO
Murali a/l Raman,S2025887016,murali.raman4@student.gmi.edu.my,Male,2006-03-05,student
Hana binti Nawawi,S2025679627,hana.nawawi@student.gmi.edu.my,Female,2005-09-29,student
Raja a/l Krishnan,S2025032715,raja.krishnan3@student.gmi.edu.my,Male,2001-11-25,student
Shalini a/p Subramaniam,S2025103377,shalini.subramaniam3@student.gmi.edu.my,Female,2001-11-02,student
Mei Ling a/p Chong,S2025813062,mei.ling.chong3@student.gmi.edu.my,Female,2005-05-10,student
Arun a/l Muthu,S2025519867,arun.muthu2@student.gmi.edu.my,Male,2005-07-20,student
Jun Wei a/l Chai,S2025611093,jun.wei.chai@student.gmi.edu.my,Male,2003-08-17,student
Kumar a/l Muthu,S2025660656,kumar.muthu4@student.gmi.edu.my,Male,2007-08-06,student
Saravanan a/l Muthu,S2025705224,saravanan.muthu@student.gmi.edu.my,Male,2002-01-05,student
Amir bin Ridzuan,S2025928966,amir.ridzuan@student.gmi.edu.my,Male,2005-04-30,student
